QRCode,Linha,OP,Produto,Sintoma,Origem,Qtd.,Usuário_Solicitante,Data.Solicitação,Hora.Solicitação,Usuário_Aprov/Reprov,Data.Aprovação,Hora.Aprovação,Status
127,9701,Cheese.Bridge,2298,200405000000313,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Viuva.negra,03/11/2022,16:16:12,Luke.Skywalker,04/11/2022,09:49:30,Aprovado
128,9702,Cheese.Bridge,2298,200499000000394,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Viuva.negra,03/11/2022,16:16:45,Luke.Skywalker,04/11/2022,09:49:33,Aprovado
129,9703,Cheese.Bridge,2298,300100070000372,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,1.0,Viuva.negra,03/11/2022,16:17:16,Luke.Skywalker,04/11/2022,09:49:34,Aprovado
130,9704,Cheese.Bridge,2298,300100080000021,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,4.0,Viuva.negra,03/11/2022,16:17:50,Luke.Skywalker,04/11/2022,09:49:35,Aprovado
131,9705,Cheese.Bridge,2298,200209050000562,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,1.0,Viuva.negra,03/11/2022,16:18:26,Luke.Skywalker,04/11/2022,09:49:36,Aprovado
132,9706,Cheese.Bridge,2298,300100070000372,COMPONENTE_FORA_DO_PADRÃO,Estrela.DaMorte,4.0,Viuva.negra,03/11/2022,16:18:55,Luke.Skywalker,04/11/2022,09:49:37,Aprovado
133,9707,Cheese.Bridge,2298,200499000000355,COMPONENTE_FORA_DO_PADRÃO,Estrela.DaMorte,1.0,Viuva.negra,03/11/2022,16:19:29,Luke.Skywalker,04/11/2022,09:49:39,Aprovado
134,9708,Cheese.Bridge,2298,200212000000420,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Viuva.negra,03/11/2022,16:20:30,Luke.Skywalker,04/11/2022,09:49:41,Aprovado
135,9709,Cheese.Bridge,2298,200212000000421,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Viuva.negra,03/11/2022,16:21:04,Luke.Skywalker,04/11/2022,09:49:42,Aprovado
136,9710,Cheese.Bridge,2298,200209100000004,COMPONENTE_FORA_DO_PADRÃO,Estrela.DaMorte,2.0,Viuva.negra,03/11/2022,16:21:59,Luke.Skywalker,04/11/2022,09:49:43,Aprovado
137,9711,Cheese.Bridge,2298,200212000000422,COMPONENTE_FORA_DO_PADRÃO,Estrela.DaMorte,3.0,Viuva.negra,03/11/2022,16:22:38,Luke.Skywalker,04/11/2022,09:49:45,Aprovado
138,9712,Cheese.Bridge,2298,200212000000422,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Viuva.negra,03/11/2022,16:23:26,Luke.Skywalker,04/11/2022,09:49:46,Aprovado
139,9713,Cheese.Bridge,2298,300100080000021,COMPONENTE_FORA_DO_PADRÃO,Estrela.DaMorte,2.0,Viuva.negra,03/11/2022,16:24:49,Luke.Skywalker,04/11/2022,09:49:47,Aprovado
140,9714,Cheese.Bridge,2298,501500000000025,FALHA_NA_VOLTAGEM_DA_BATERIA,Fornecedor,2.0,Viuva.negra,03/11/2022,16:25:36,Luke.Skywalker,04/11/2022,09:49:50,Aprovado
141,9715,Cheese.Bridge,2298,200209040000130,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,7.0,Viuva.negra,03/11/2022,16:26:08,Luke.Skywalker,04/11/2022,09:49:51,Aprovado
142,9733,Tubular,2287,2002090199N0003,GABINETE_ESPANADO,Estrela.DaMorte,4.0,Son.Goku,03/11/2022,16:43:43,Kerri.Green,04/11/2022,08:29:24,Aprovado
143,9734,Tubular,2287,2002090299N0003,GABINETE_ESPANADO,Estrela.DaMorte,6.0,Son.Goku,03/11/2022,16:44:31,Kerri.Green,04/11/2022,08:29:26,Aprovado
144,9735,Tubular,2287,200202000000587,IMAGEM_ANORMAL,Fornecedor,4.0,Son.Goku,03/11/2022,16:45:38,Kerri.Green,04/11/2022,08:29:27,Aprovado
145,9736,Tubular,2287,200206010000215,DESLIGANDO_AUTOMATICAMENTE,Fornecedor,1.0,Son.Goku,03/11/2022,16:46:08,Kerri.Green,04/11/2022,08:29:30,Aprovado
146,9740,Tubular,2287,200499000000622,SCRAP,Estrela.DaMorte,3.0,Son.Goku,03/11/2022,16:48:10,Kerri.Green,04/11/2022,08:29:33,Aprovado
147,9741,Tubular,2287,200209120000538,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,1.0,Son.Goku,03/11/2022,16:48:43,Kerri.Green,04/11/2022,08:29:36,Aprovado
148,9742,Tubular,2287,20031700AHN0299,COMPONENTE_PSA_DANIFICADO,Fornecedor,5.0,Son.Goku,03/11/2022,16:50:19,Kerri.Green,04/11/2022,08:29:39,Aprovado
149,9743,Tubular,2287,300100160000148,PEDTAMPER,Fornecedor,12.0,Son.Goku,03/11/2022,16:51:10,Kerri.Green,04/11/2022,08:29:42,Aprovado
150,9744,Tubular,2287,300100160000148,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,2.0,Son.Goku,03/11/2022,16:51:42,Kerri.Green,04/11/2022,08:29:46,Aprovado
151,9745,Front.Door,2297,200212000000309,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,8.0,Adão.Negro,04/11/2022,07:27:31,Kerri.Green,04/11/2022,10:20:07,Aprovado
152,9752,Acid.Pit,2287,200202000000587,COMPONENTE_SMD_ALTERADO,Fornecedor,30.0,Claire.Redfield,04/11/2022,09:19:53,Kerri.Green,04/11/2022,10:34:50,Aprovado
153,9753,Acid.Pit,2287,200212000000401,ANTENA_ADESIVA_DANIFICADA,Estrela.DaMorte,3.0,Claire.Redfield,04/11/2022,09:20:55,Kerri.Green,04/11/2022,10:34:51,Aprovado
154,9754,Acid.Pit,2287,20031200AHN0063,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,1.0,Claire.Redfield,04/11/2022,09:21:32,Kerri.Green,04/11/2022,10:34:57,Aprovado
155,9755,Acid.Pit,2287,2002090199N0003,GABINETE_DANIFICADO,Estrela.DaMorte,1.0,Claire.Redfield,04/11/2022,09:22:36,Kerri.Green,04/11/2022,10:35:00,Aprovado
156,9756,Acid.Pit,2287,2002090299N0003,GABINETE_DANIFICADO,Estrela.DaMorte,1.0,Claire.Redfield,04/11/2022,09:26:14,Kerri.Green,04/11/2022,10:35:04,Aprovado
157,9757,Acid.Pit,2287,200209050000593,TECLA_DANIFICADA,Fornecedor,3.0,Claire.Redfield,04/11/2022,09:29:38,Kerri.Green,04/11/2022,10:35:07,Aprovado
158,9758,Acid.Pit,2287,200206010000215,COMPONENTE_SMD_ALTERADO,Fornecedor,14.0,Claire.Redfield,04/11/2022,09:32:12,Kerri.Green,04/11/2022,10:35:09,Aprovado
159,9759,Acid.Pit,2287,300100160000148,COMPONENTE_SMD_ALTERADO,Fornecedor,19.0,Claire.Redfield,04/11/2022,09:33:35,Kerri.Green,04/11/2022,10:35:13,Aprovado
160,9760,Acid.Pit,2287,200209030000576,VISOR_COM_IMPUREZA,Fornecedor,21.0,Claire.Redfield,04/11/2022,09:34:33,Kerri.Green,04/11/2022,10:35:15,Aprovado
161,9761,Tomb.Pit,2297,2002090100I1003,VISOR_COM_RISCO,Ocarina,,Princesa.Leia,04/11/2022,09:36:19,Kerri.Green,04/11/2022,10:20:12,Aprovado
162,9762,Tomb.Pit,2297,2002090100I1003,VISOR_COM_RISCO,Fornecedor,7.0,Princesa.Leia,04/11/2022,09:36:50,Kerri.Green,04/11/2022,10:20:14,Aprovado
163,9763,Tomb.Pit,2297,2002090100I1003,VISOR_DESLOCADO,Fornecedor,3.0,Princesa.Leia,04/11/2022,09:37:34,Kerri.Green,04/11/2022,10:20:15,Aprovado
164,9764,"Roys,Castle",2296,501400000000038,VISOR_COM_RISCO,Estoque,7.0,Arlequina.Coringa,04/11/2022,09:38:49,Kerri.Green,04/11/2022,10:19:27,Aprovado
165,9766,Tomb.Pit,2297,501400000000028,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,12.0,Princesa.Leia,04/11/2022,09:40:18,Kerri.Green,04/11/2022,10:20:19,Aprovado
166,9767,"Roys,Castle",2296,20010117CAD0004,SCRAP,Estrela.DaMorte,2.0,Arlequina.Coringa,04/11/2022,09:40:24,Kerri.Green,04/11/2022,10:19:28,Aprovado
167,9768,Tomb.Pit,2297,501400000000028,COMPONENTE_SMD_ALTERADO,Xi.Jinping,2.0,Princesa.Leia,04/11/2022,09:40:44,Kerri.Green,04/11/2022,10:20:23,Aprovado
168,9769,Tomb.Pit,2297,300100160000133,COMPONENTE_SMD_ALTERADO,Xi.Jinping,3.0,Princesa.Leia,04/11/2022,09:41:13,Kerri.Green,04/11/2022,10:20:26,Aprovado
169,9770,"Roys,Castle",2296,200212000000077,ANTENA_ADESIVA_DANIFICADA,Estrela.DaMorte,4.0,Arlequina.Coringa,04/11/2022,09:41:32,Kerri.Green,04/11/2022,10:19:29,Aprovado
170,9771,Tomb.Pit,2297,501400000000028,COMPONENTE_SMD_DANIFICADO,Segunda.Casa,8.0,Princesa.Leia,04/11/2022,09:41:45,Kerri.Green,04/11/2022,10:20:28,Aprovado
171,9772,Acid.Pit,2287,200209050000532,TECLA_DANIFICADA,Estrela.DaMorte,2.0,Claire.Redfield,04/11/2022,09:42:01,Kerri.Green,04/11/2022,10:35:18,Aprovado
172,9773,Acid.Pit,2287,200209120000476,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,3.0,Claire.Redfield,04/11/2022,09:42:31,Kerri.Green,04/11/2022,10:35:21,Aprovado
173,9774,"Roys,Castle",2296,200405000000158,SCRAP,Fornecedor,1.0,Arlequina.Coringa,04/11/2022,09:45:45,Kerri.Green,04/11/2022,10:19:34,Aprovado
174,9765,Tomb.Pit,2297,200212000000309,COMPONENTE_SMD_ALTERADO,Xi.Jinping,3.0,Princesa.Leia,04/11/2022,09:47:39,Kerri.Green,04/11/2022,10:20:21,Aprovado
175,9775,Tomb.Pit,2297,200212000000309,COMPONENTE_SMD_ALTERADO,Xi.Jinping,3.0,Princesa.Leia,04/11/2022,09:49:22,Kerri.Green,04/11/2022,10:20:31,Aprovado
176,9776,"Roys,Castle",2296,501400000000038,NÃO_LIGA,Fornecedor,2.0,Arlequina.Coringa,04/11/2022,09:51:16,Kerri.Green,04/11/2022,10:19:32,Aprovado
177,9777,"Roys,Castle",2296,501400000000038,LCD_COM_MANCHA,Fornecedor,1.0,Arlequina.Coringa,04/11/2022,09:51:54,Kerri.Green,04/11/2022,10:19:37,Aprovado
178,9778,Tomb.Pit,2297,200202000000187,COMPONENTE_SMD_ALTERADO,Xi.Jinping,3.0,Princesa.Leia,04/11/2022,09:52:11,Kerri.Green,04/11/2022,10:20:34,Aprovado
179,9779,Tomb.Pit,2297,200202000000187,TELABRANCA,Estrela.DaMorte,3.0,Princesa.Leia,04/11/2022,09:52:44,Kerri.Green,04/11/2022,10:20:37,Aprovado
180,9782,"Roys,Castle",2296,301601010000087,SCRAP,Estrela.DaMorte,1.0,Arlequina.Coringa,04/11/2022,09:55:03,Kerri.Green,04/11/2022,10:19:43,Aprovado
181,9785,"Roys,Castle",2296,502500000000015,TECLAS_NÃO_ATUAM,Fornecedor,2.0,Arlequina.Coringa,04/11/2022,10:06:22,Kerri.Green,04/11/2022,10:19:39,Aprovado
182,9786,"Roys,Castle",2296,501400000000038,IMAGEM_ANORMAL,Fornecedor,2.0,Arlequina.Coringa,04/11/2022,10:06:50,Kerri.Green,04/11/2022,10:19:46,Aprovado
183,9787,"Roys,Castle",2296,502100000000005,FALHA_NO_TESTE_IMPRESSÃO(PRN),Fornecedor,3.0,Arlequina.Coringa,04/11/2022,10:08:20,Kerri.Green,04/11/2022,10:19:52,Aprovado
184,9788,"Roys,Castle",2296,2002090100I0853,TOUCHSCREEN_NÃO_ATUA(TP),Fornecedor,3.0,Arlequina.Coringa,04/11/2022,10:09:08,Kerri.Green,04/11/2022,10:19:56,Aprovado
185,9796,"Roys,Castle",2296,20030500AHN0122,SCRAP,Fornecedor,2.0,Arlequina.Coringa,04/11/2022,10:20:24,Kerri.Green,04/11/2022,10:35:49,Aprovado
186,9803,"Roys,Castle",2296,501400000000038,SCRAP,Fornecedor,2.0,Arlequina.Coringa,04/11/2022,10:42:59,Kerri.Green,04/11/2022,15:38:41,Aprovado
187,9804,"Roys,Castle",2296,501400000000038,SCRAP,Estrela.DaMorte,1.0,Arlequina.Coringa,04/11/2022,10:43:53,Kerri.Green,04/11/2022,15:38:48,Aprovado
188,9805,"Roys,Castle",2296,2002090100I0853,GABINETE_ESPANADO,Fornecedor,6.0,Arlequina.Coringa,04/11/2022,10:45:48,Kerri.Green,04/11/2022,15:38:45,Aprovado
189,9806,"Roys,Castle",2296,2002090100I0853,SCRAP,Fornecedor,4.0,Arlequina.Coringa,04/11/2022,10:46:21,Kerri.Green,04/11/2022,15:38:54,Aprovado
190,9807,"Roys,Castle",2296,20010117CAD0004,SCRAP,Estrela.DaMorte,2.0,Arlequina.Coringa,04/11/2022,10:52:25,Kerri.Green,04/11/2022,15:39:01,Aprovado
191,9808,"Roys,Castle",2296,501400000000038,SCRAP,Fornecedor,2.0,Arlequina.Coringa,04/11/2022,10:53:04,Kerri.Green,04/11/2022,15:38:51,Aprovado
192,9824,Tubular,2287,200202000000587,IMAGEM_ANORMAL,Fornecedor,49.0,Son.Goku,04/11/2022,13:21:10,Kerri.Green,04/11/2022,15:39:46,Aprovado
193,9826,Tubular,2287,2002090199N0003,GABINETE_ESPANADO,Fornecedor,1.0,Son.Goku,04/11/2022,13:25:54,Kerri.Green,04/11/2022,15:39:49,Aprovado
194,9827,Tubular,2287,2002090299N0003,GABINETE_ESPANADO,Estrela.DaMorte,8.0,Son.Goku,04/11/2022,13:27:59,Kerri.Green,04/11/2022,15:39:52,Aprovado
195,9828,Tubular,2287,200405000000223,COMPONENTE_PSA_DANIFICADO,Fornecedor,5.0,Son.Goku,04/11/2022,13:29:02,Kerri.Green,04/11/2022,15:39:54,Aprovado
196,9829,Tubular,2287,200206010000215,DESLIGANDO_AUTOMATICAMENTE,Fornecedor,4.0,Son.Goku,04/11/2022,13:30:37,Kerri.Green,04/11/2022,15:40:07,Aprovado
197,9830,Tubular,2287,300100160000148,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,2.0,Son.Goku,04/11/2022,13:31:41,Kerri.Green,04/11/2022,15:40:05,Aprovado
198,9832,Tubular,2287,200499000000622,VISOR_COM_MANCHA,Fornecedor,6.0,Son.Goku,04/11/2022,13:35:39,Kerri.Green,04/11/2022,15:40:00,Aprovado
199,9833,Tubular,2287,200209050000532,COMPONENTE_PSA_DANIFICADO,Fornecedor,4.0,Son.Goku,04/11/2022,13:39:07,Kerri.Green,04/11/2022,15:40:02,Aprovado
200,9834,Tubular,2287,2003180099N0756,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,10.0,Son.Goku,04/11/2022,13:42:27,Kerri.Green,04/11/2022,15:40:13,Aprovado
201,9836,Tubular,2293,502200000000004,ERRO_LEITURA_CARTÃO_MAG.(MSR),Fornecedor,1.0,Son.Goku,04/11/2022,13:49:28,Kerri.Green,04/11/2022,15:40:10,Aprovado
202,9838,Tubular,2293,200209080000046,SCRAP,Fornecedor,47.0,Son.Goku,04/11/2022,13:53:30,Kerri.Green,04/11/2022,15:40:19,Aprovado
203,9839,"Roys,Castle",2296,2002090100I0853,TOUCHSCREEN_NÃO_ATUA(TP),Fornecedor,6.0,Arlequina.Coringa,04/11/2022,14:14:06,Kerri.Green,04/11/2022,15:38:58,Aprovado
204,9840,"Roys,Castle",2296,501400000000038,IMAGEM_ANORMAL,Fornecedor,5.0,Arlequina.Coringa,04/11/2022,14:15:11,Kerri.Green,04/11/2022,15:39:17,Aprovado
205,9841,"Roys,Castle",2296,300100030000139,TECLAS_NÃO_ATUAM,Fornecedor,3.0,Arlequina.Coringa,04/11/2022,14:16:15,Kerri.Green,04/11/2022,15:39:05,Aprovado
206,9842,"Roys,Castle",2296,502100000000005,FALHA_NO_TESTE_IMPRESSÃO(PRN),Fornecedor,1.0,Arlequina.Coringa,04/11/2022,14:17:06,Kerri.Green,04/11/2022,15:39:09,Aprovado
207,9843,"Roys,Castle",2296,200212000000237,ANTENA_ADESIVA_DANIFICADA,Estrela.DaMorte,2.0,Arlequina.Coringa,04/11/2022,14:19:07,Kerri.Green,04/11/2022,15:39:21,Aprovado
208,9844,"Roys,Castle",2296,2002090200N0055,GABINETE_TRASEIRO_COM_RISCO,Estrela.DaMorte,2.0,Arlequina.Coringa,04/11/2022,14:19:57,Kerri.Green,04/11/2022,15:39:27,Aprovado
209,9845,Front.Door,2297,200202000000187,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,16.0,Adão.Negro,04/11/2022,14:22:15,Kerri.Green,04/11/2022,15:40:36,Aprovado
210,9846,Front.Door,2297,20030500AHN0118,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Adão.Negro,04/11/2022,14:29:33,Kerri.Green,04/11/2022,15:40:39,Aprovado
211,9847,Front.Door,2297,502200000000007,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,5.0,Adão.Negro,04/11/2022,14:30:40,Kerri.Green,04/11/2022,15:40:53,Aprovado
212,9848,Front.Door,2297,502200000000007,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,3.0,Adão.Negro,04/11/2022,14:31:23,Kerri.Green,04/11/2022,15:40:42,Aprovado
213,9849,Front.Door,2297,502200000000007,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,2.0,Adão.Negro,04/11/2022,14:32:16,Kerri.Green,04/11/2022,15:40:45,Aprovado
214,9850,Front.Door,2297,300100160000133,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,2.0,Adão.Negro,04/11/2022,14:32:56,Kerri.Green,04/11/2022,15:40:48,Aprovado
215,9851,Front.Door,2297,200209130000049,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,1.0,Adão.Negro,04/11/2022,14:35:19,Kerri.Green,04/11/2022,15:40:55,Aprovado
216,9852,Front.Door,2297,200202000000227,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,2.0,Adão.Negro,04/11/2022,14:35:55,Kerri.Green,04/11/2022,15:40:58,Aprovado
217,9854,Front.Door,2297,200209040000079,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,5.0,Adão.Negro,04/11/2022,14:37:32,Kerri.Green,04/11/2022,15:41:02,Aprovado
218,9855,Front.Door,2297,200202000000227,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,3.0,Adão.Negro,04/11/2022,14:40:02,Kerri.Green,04/11/2022,15:41:11,Aprovado
219,9856,Front.Door,2297,2002090200N0816,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,2.0,Adão.Negro,04/11/2022,14:41:01,Kerri.Green,04/11/2022,15:41:08,Aprovado
220,9857,Front.Door,2297,2003180000N0470,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,23.0,Adão.Negro,04/11/2022,14:46:15,Kerri.Green,04/11/2022,15:41:18,Aprovado
221,9858,Front.Door,2297,2003180000N0470,COMPONENTE_PSA_DANIFICADO,Estrela.DaMorte,6.0,Adão.Negro,04/11/2022,14:46:54,Kerri.Green,04/11/2022,15:41:22,Aprovado
222,9859,Front.Door,2297,200209120000126,COMPONENTE_FORA_DO_PADRÃO,Fornecedor,1.0,Adão.Negro,04/11/2022,14:47:49,Kerri.Green,04/11/2022,15:41:25,Aprovado
223,9860,"Roys,Castle",2296,2002090200N0055,GABINETE_FRONTAL_COM_RISCO,Estrela.DaMorte,1.0,Arlequina.Coringa,04/11/2022,14:56:09,Kerri.Green,04/11/2022,15:39:32,Aprovado
224,9869,Tomb.Pit,2297,2002090100I1003,VISOR_COM_RISCO,Fornecedor,10.0,Princesa.Leia,04/11/2022,15:26:13,Kerri.Green,04/11/2022,15:41:36,Aprovado
225,9871,Tomb.Pit,2297,200202000000187,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,26.0,Princesa.Leia,04/11/2022,15:30:29,Kerri.Green,04/11/2022,15:41:40,Aprovado
226,9872,Tomb.Pit,2297,200202000000187,COMPONENTE_SMD_DANIFICADO,Fornecedor,5.0,Princesa.Leia,04/11/2022,15:31:05,Kerri.Green,04/11/2022,15:41:33,Aprovado
227,9873,Tomb.Pit,2297,2002090100I1003,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,1.0,Princesa.Leia,04/11/2022,15:33:14,Kerri.Green,04/11/2022,15:41:44,Aprovado
228,9874,Tomb.Pit,2297,2002090100I1003,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,1.0,Princesa.Leia,04/11/2022,15:33:47,Kerri.Green,04/11/2022,15:41:48,Aprovado
229,9875,Tomb.Pit,2297,200202000000187,COMPONENTE_SMD_ALTERADO,Xi.Jinping,1.0,Princesa.Leia,04/11/2022,15:34:11,Kerri.Green,04/11/2022,15:41:56,Aprovado
230,9876,Tomb.Pit,2297,200202000000187,COMPONENTE_SMD_DANIFICADO,Segunda.Casa,2.0,Princesa.Leia,04/11/2022,15:34:52,Kerri.Green,04/11/2022,15:41:52,Aprovado
231,9877,Tomb.Pit,2297,200202000000227,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,4.0,Princesa.Leia,04/11/2022,15:35:24,Kerri.Green,04/11/2022,15:42:00,Aprovado
232,9878,Tomb.Pit,2297,300100160000133,COMPONENTE_SMD_ALTERADO,Xi.Jinping,3.0,Princesa.Leia,04/11/2022,15:35:55,Kerri.Green,04/11/2022,15:42:08,Aprovado
233,9879,Tomb.Pit,2297,502200000000007,COMPONENTE_SMD_ALTERADO,Xi.Jinping,5.0,Princesa.Leia,04/11/2022,15:36:29,Kerri.Green,04/11/2022,15:42:12,Aprovado
234,9880,Tomb.Pit,2297,301001000000009,COMPONENTE_SMD_DANIFICADO,Xi.Jinping,1.0,Princesa.Leia,04/11/2022,15:38:23,Kerri.Green,04/11/2022,15:42:04,Aprovado
235,9882,Tomb.Pit,2297,200209040000079,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,4.0,Princesa.Leia,04/11/2022,15:40:13,Kerri.Green,04/11/2022,15:42:23,Aprovado
236,9883,Tomb.Pit,2297,200209040000080,COMPONENTE_SMD_DANIFICADO,Estrela.DaMorte,4.0,Princesa.Leia,04/11/2022,15:40:47,Kerri.Green,04/11/2022,15:42:19,Aprovado
